region,disease_class,year,cases,region_eng,class_name,class_name_short
астраханская область,12,1999,47.6,Astrakhan Oblast,Diseases of the skin and subcutaneous tissue,Skin Diseases
волгоградская область,12,1999,41.6,Volgograd Oblast,Diseases of the skin and subcutaneous tissue,Skin Diseases
ростовская область,12,1999,43.0,Rostov Oblast,Diseases of the skin and subcutaneous tissue,Skin Diseases
приволжский федеральный округ,12,1999,46.4,Volga Federal District,Diseases of the skin and subcutaneous tissue,Skin Diseases
республика башкортостан,12,1999,48.2,Republic of Bashkortostan,Diseases of the skin and subcutaneous tissue,Skin Diseases
республика марий эл,12,1999,36.4,Mari El Republic,Diseases of the skin and subcutaneous tissue,Skin Diseases
республика мордовия,12,1999,31.6,Republic of Mordovia,Diseases of the skin and subcutaneous tissue,Skin Diseases
республика татарстан,12,1999,47.6,Republic of Tatarstan,Diseases of the skin and subcutaneous tissue,Skin Diseases
удмуртская республика,12,1999,59.2,Udmurt Republic,Diseases of the skin and subcutaneous tissue,Skin Diseases
чувашская республика,12,1999,49.6,Chuvash Republic,Diseases of the skin and subcutaneous tissue,Skin Diseases
кировская область,12,1999,29.0,Kirov Oblast,Diseases of the skin and subcutaneous tissue,Skin Diseases
нижегородская область,12,1999,47.1,Nizhny Novgorod Oblast,Diseases of the skin and subcutaneous tissue,Skin Diseases
оренбургская область,12,1999,52.4,Orenburg Oblast,Diseases of the skin and subcutaneous tissue,Skin Diseases
пензенская область,12,1999,41.7,Penza Oblast,Diseases of the skin and subcutaneous tissue,Skin Diseases
пермская область,12,1999,48.3,Perm Oblast,Diseases of the skin and subcutaneous tissue,Skin Diseases
самарская область,12,1999,49.6,Samara Oblast,Diseases of the skin and subcutaneous tissue,Skin Diseases
саратовская область,12,1999,42.0,Saratov Oblast,Diseases of the skin and subcutaneous tissue,Skin Diseases
ульяновская область,12,1999,47.0,Ulyanovsk Oblast,Diseases of the skin and subcutaneous tissue,Skin Diseases
уральский федеральный округ,12,1999,43.6,Ural Federal District,Diseases of the skin and subcutaneous tissue,Skin Diseases
курганская область,12,1999,57.6,Kurgan Oblast,Diseases of the skin and subcutaneous tissue,Skin Diseases
свердловская область,12,1999,37.8,Sverdlovsk Oblast,Diseases of the skin and subcutaneous tissue,Skin Diseases
тюменская область,12,1999,49.7,Tyumen Oblast (with AO),Diseases of the skin and subcutaneous tissue,Skin Diseases
челябинская область,12,1999,41.3,Chelyabinsk Oblast,Diseases of the skin and subcutaneous tissue,Skin Diseases
сибирский федеральный округ,12,1999,42.5,Siberian Federal District,Diseases of the skin and subcutaneous tissue,Skin Diseases
республика алтай,12,1999,63.6,Altai Republic,Diseases of the skin and subcutaneous tissue,Skin Diseases
республика бурятия,12,1999,25.7,Republic of Buryatia,Diseases of the skin and subcutaneous tissue,Skin Diseases
республика тыва,12,1999,31.9,Republic of Tuva,Diseases of the skin and subcutaneous tissue,Skin Diseases
республика хакасия,12,1999,57.4,Republic of Khakassia,Diseases of the skin and subcutaneous tissue,Skin Diseases
алтайский край,12,1999,49.9,Altai Krai,Diseases of the skin and subcutaneous tissue,Skin Diseases
красноярский край,12,1999,40.8,Krasnoyarsk Krai,Diseases of the skin and subcutaneous tissue,Skin Diseases
иркутская область,12,1999,36.7,Irkutsk Oblast,Diseases of the skin and subcutaneous tissue,Skin Diseases
кемеровская область,12,1999,46.4,Kemerovo Oblast,Diseases of the skin and subcutaneous tissue,Skin Diseases
новосибирская область,12,1999,40.5,Novosibirsk Oblast,Diseases of the skin and subcutaneous tissue,Skin Diseases
омская область,12,1999,39.2,Omsk Oblast,Diseases of the skin and subcutaneous tissue,Skin Diseases
томская область,12,1999,60.0,Tomsk Oblast,Diseases of the skin and subcutaneous tissue,Skin Diseases
читинская область,12,1999,36.7,Chita Oblast,Diseases of the skin and subcutaneous tissue,Skin Diseases
дальневосточный федеральный округ,12,1999,44.1,Far Eastern Federal District,Diseases of the skin and subcutaneous tissue,Skin Diseases
республика саха (якутия),12,1999,42.6,Sakha Republic (Yakutia),Diseases of the skin and subcutaneous tissue,Skin Diseases
приморский край,12,1999,42.1,Primorsky Krai,Diseases of the skin and subcutaneous tissue,Skin Diseases
хабаровский край,12,1999,51.6,Khabarovsk Krai,Diseases of the skin and subcutaneous tissue,Skin Diseases
амурская область,12,1999,28.8,Amur Oblast,Diseases of the skin and subcutaneous tissue,Skin Diseases
камчатская область,12,1999,61.9,Kamchatka Oblast,Diseases of the skin and subcutaneous tissue,Skin Diseases
магаданская область,12,1999,41.5,Magadan Oblast,Diseases of the skin and subcutaneous tissue,Skin Diseases
сахалинская область,12,1999,53.3,Sakhalin Oblast,Diseases of the skin and subcutaneous tissue,Skin Diseases
еврейская автономная область,12,1999,38.3,Jewish Autonomous Oblast,Diseases of the skin and subcutaneous tissue,Skin Diseases
чукотский автономный округ,12,1999,31.5,Chukotka Autonomous Okrug,Diseases of the skin and subcutaneous tissue,Skin Diseases
российская федерация,13,1999,29.4,Russian Federation,Diseases of the musculoskeletal system and connective tissue,Musculoskeletal Diseases
центральный федеральный округ,13,1999,30.8,Central Federal District,Diseases of the musculoskeletal system and connective tissue,Musculoskeletal Diseases
белгородская область,13,1999,36.2,Belgorod Oblast,Diseases of the musculoskeletal system and connective tissue,Musculoskeletal Diseases
брянская область,13,1999,32.2,Bryansk Oblast,Diseases of the musculoskeletal system and connective tissue,Musculoskeletal Diseases
владимирская область,13,1999,39.0,Vladimir Oblast,Diseases of the musculoskeletal system and connective tissue,Musculoskeletal Diseases
воронежская область,13,1999,19.5,Voronezh Oblast,Diseases of the musculoskeletal system and connective tissue,Musculoskeletal Diseases
ивановская область,13,1999,30.8,Ivanovo Oblast,Diseases of the musculoskeletal system and connective tissue,Musculoskeletal Diseases
калужская область,13,1999,51.2,Kaluga Oblast,Diseases of the musculoskeletal system and connective tissue,Musculoskeletal Diseases
костромская область,13,1999,24.1,Kostroma Oblast,Diseases of the musculoskeletal system and connective tissue,Musculoskeletal Diseases
курская область,13,1999,31.0,Kursk Oblast,Diseases of the musculoskeletal system and connective tissue,Musculoskeletal Diseases
липецкая область,13,1999,27.3,Lipetsk Oblast,Diseases of the musculoskeletal system and connective tissue,Musculoskeletal Diseases
московская область,13,1999,22.4,Moscow Oblast,Diseases of the musculoskeletal system and connective tissue,Musculoskeletal Diseases
орловская область,13,1999,43.8,Oryol Oblast,Diseases of the musculoskeletal system and connective tissue,Musculoskeletal Diseases
рязанская область,13,1999,24.5,Ryazan Oblast,Diseases of the musculoskeletal system and connective tissue,Musculoskeletal Diseases
смоленская область,13,1999,39.2,Smolensk Oblast,Diseases of the musculoskeletal system and connective tissue,Musculoskeletal Diseases
тамбовская область,13,1999,30.8,Tambov Oblast,Diseases of the musculoskeletal system and connective tissue,Musculoskeletal Diseases
